,char,dialog,movie,birth,death,gender,race
683,GIMLI,"Well, lad, whatever luck you live by, let's hope it lasts the night.",The Two Towers ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
684,LEGOLAS,"Your friends are with you, Aragorn.",The Two Towers ,,"Still alive, departed to ,Aman ,FO 120",Male,Elves
685,GIMLI,Let's hope they last the night.,The Two Towers ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
686,ARAGORN,"A Eruch'n, '-dano i faelas a hyn an uben tanatha le faelas! ,",The Two Towers ,,,Other,Men
687,GIMLI,What's happening out there?,The Two Towers ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
688,LEGOLAS,Shall I describe it to you? Or would you like me to find you a box?,The Two Towers ,,"Still alive, departed to ,Aman ,FO 120",Male,Elves
689,PIPPIN,Look! The trees! They're moving!,The Two Towers ,,,Other,Hobbits
690,MERRY,Where are they going?,The Two Towers ,,,Other,Hobbits
691,TREEBEARD,They have business with the Orcs. My business is with lsengard tonight......with rock and stone.,The Two Towers ,YT,,Male,Ents
692,MERRY,Yes!,The Two Towers ,,,Other,Hobbits
693,TREEBEARD,"Come, my friends. The Ents are going to war. It is likely......that we go to our doom. Last march......of the Ents.",The Two Towers ,YT,,Male,Ents
694,THEODEN,So it begins.,The Two Towers ,,,Other,Men
695,ARAGORN,Tangado a chadad!,The Two Towers ,,,Other,Men
696,LEGOLAS,Faeg i-varv d'n na lanc a nu ranc.,The Two Towers ,,"Still alive, departed to ,Aman ,FO 120",Male,Elves
697,ARAGORN,Leithio i philinn!,The Two Towers ,,,Other,Men
698,GIMLI,"Did they hit anything?,",The Two Towers ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
699,THEODEN,Give them a volley.,The Two Towers ,,,Other,Men
700,GAMLING,Fire!,The Two Towers ,"Possibly late ,Third Age",,Male,Men
701,OLD MAN,Fire!,The Two Towers ,,,Other,Men
702,ARAGORN,Ribed bant!,The Two Towers ,,,Other,Men
703,GIMLI,"Send them to me! Come on!,",The Two Towers ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
704,ARAGORN,"Pendraith! ,",The Two Towers ,,,Other,Men
705,GIMLI,Good!,The Two Towers ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
706,ARAGORN,Swords! Swords!,The Two Towers ,,,Other,Men
707,GIMLI,Legolas! Two already!,The Two Towers ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
708,LEGOLAS,I'm on 17!,The Two Towers ,,"Still alive, departed to ,Aman ,FO 120",Male,Elves
709,GIMLI,I'll have no pointy-ear outscoring me!,The Two Towers ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
710,LEGOLAS,Nineteen!,The Two Towers ,,"Still alive, departed to ,Aman ,FO 120",Male,Elves
711,PIPPIN,Merry.,The Two Towers ,,,Other,Hobbits
712,TREEBEARD,"We have just agreed.,",The Two Towers ,YT,,Male,Ents
713,MERRY,Yes?,The Two Towers ,,,Other,Hobbits
714,TREEBEARD,"I have told your names to the Entmoot......and we have agreed......you are not Orcs.,",The Two Towers ,YT,,Male,Ents
715,PIPPIN,"Well, that's good news.",The Two Towers ,,,Other,Hobbits
716,MERRY,And what about Saruman? Have you come to a decision about him?,The Two Towers ,,,Other,Hobbits
717,TREEBEARD,"Now, don't be hasty, Master Meriadoc.",The Two Towers ,YT,,Male,Ents
718,MERRY,"Hasty? Our friends are out there. ,They need our help. They cannot fight this war on their own.",The Two Towers ,,,Other,Hobbits
719,TREEBEARD,"War? Yes. It affects us all. Tree, root and twig. But you must understand, young Hobbit......it takes a long time......to say anything in Old Entish... ,...and we never say anything......unless it is worth taking......a long time to say.,",The Two Towers ,YT,,Male,Ents
720,GIMLI,Seventeen! Eighteen! Nineteen! Twenty! Twenty-one!,The Two Towers ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
721,ARAGORN,Causeway!,The Two Towers ,,,Other,Men
722,THEODEN,Is this it? Is this is all you can conjure Saruman?,The Two Towers ,,,Other,Men
723,ARAGORN,"Togo hon dad, Legolas! ,",The Two Towers ,,,Other,Men
724,ARAGORN,Dago hon! Dago hon!,The Two Towers ,,,Other,Men
725,THEODEN,Brace the gate!,The Two Towers ,,,Other,Men
726,THEODEN,Hold them! Stand firm!,The Two Towers ,,,Other,Men
727,GIMLI,Aragorn!,The Two Towers ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
728,ARAGORN,Gimli!,The Two Towers ,,,Other,Men
729,ARAGORN,Hado i philinn!,The Two Towers ,,,Other,Men
730,ARAGORN,Herio!,The Two Towers ,,,Other,Men
731,TREEBEARD,"The Ents cannot hold back this storm. We must weather such things as we have always done.,",The Two Towers ,YT,,Male,Ents
732,MERRY,How can that be your decision?!,The Two Towers ,,,Other,Hobbits
733,TREEBEARD,"This is not our war.,",The Two Towers ,YT,,Male,Ents
734,MERRY,"But you're part of this world! Aren't you?!,",The Two Towers ,,,Other,Hobbits
735,MERRY,You must help. Please. You must do something.,The Two Towers ,,,Other,Hobbits
736,TREEBEARD,"You are young and brave, Master Merry. But your part in this tale is over. Go back to your home.,",The Two Towers ,YT,,Male,Ents
737,PIPPIN,"Maybe Treebeard's right. We don't belong here, Merry. It's too big for us. What can we do in the end? We've got the Shire. Maybe we should go home.,",The Two Towers ,,,Other,Hobbits
738,MERRY,"The fires of lsengard will spread......and the woods of Tuckborough and Buckland will burn. And.... ,And all that was once green and good in this world will be gone. There won't be a Shire, Pippin.",The Two Towers ,,,Other,Hobbits
739,SOLDIER,Boromir! Boromir!,The Two Towers ,,,Other,Men
740,BOROMIR,"This city was once the jewel of our kingdom. A place of light and beauty and music. And so it shall be once more! ,Let the armies of Mordor know this: Never again will the land of my people fall into enemy hands. ,This city of Osgiliath has been reclaimed ,for Gondor!",The Two Towers ,TA 2978,"February 26 ,3019",Male,Men
741,CROWD,For Gondor!,The Two Towers ,,,Other,Men
742,BOROMIR,For Gondor!,The Two Towers ,TA 2978,"February 26 ,3019",Male,Men
743,CROWD,For Gondor!,The Two Towers ,,,Other,Men
744,BOROMIR,For Gondor!,The Two Towers ,TA 2978,"February 26 ,3019",Male,Men
745,FARAMIR,Good speech. Nice and short.,The Two Towers ,TA 2983,"February 26 ,82",Male,Men
746,BOROMIR,Leaves more time for drinking! Break out the ale! These men are thirsty!,The Two Towers ,TA 2978,"February 26 ,3019",Male,Men
747,BOROMIR,"Remember today, little brother. Today, life is good.",The Two Towers ,TA 2978,"February 26 ,3019",Male,Men
748,BOROMIR,What?,The Two Towers ,TA 2978,"February 26 ,3019",Male,Men
749,FARAMIR,He's here.,The Two Towers ,TA 2983,"February 26 ,82",Male,Men
750,BOROMIR,"One moment of peace, can he not give us that?",The Two Towers ,TA 2978,"February 26 ,3019",Male,Men
751,DENETHOR,Where is he? Where is Gondor's finest? Where's my first-born?,The Two Towers ,,,Other,Men
752,BOROMIR,Father!,The Two Towers ,TA 2978,"February 26 ,3019",Male,Men
753,DENETHOR,They say you vanquished the enemy almost single-handedly.,The Two Towers ,,,Other,Men
754,BOROMIR,They exaggerate. The victory belongs to Faramir also.,The Two Towers ,TA 2978,"February 26 ,3019",Male,Men
755,DENETHOR,"But for Faramir, this city would still be standing.",The Two Towers ,,,Other,Men
756,DENETHOR,Were you not entrusted to protect it?,The Two Towers ,,,Other,Men
757,FARAMIR,"I would have done, but our numbers were too few.",The Two Towers ,TA 2983,"February 26 ,82",Male,Men
758,DENETHOR,"Oh, too few. You let the enemy walk in and take it on a whim. Always you cast a poor reflection on me.",The Two Towers ,,,Other,Men
759,FARAMIR,That is not my intent.,The Two Towers ,TA 2983,"February 26 ,82",Male,Men
760,BOROMIR,"You give him no credit, and yet he tries to do your will.",The Two Towers ,TA 2978,"February 26 ,3019",Male,Men
761,BOROMIR,"He loves you, Father.",The Two Towers ,TA 2978,"February 26 ,3019",Male,Men
762,DENETHOR,"Do not trouble me with Faramir......I know his uses, and they are few. We have more urgent things to speak of. Elrond of Rivendell has called a meeting. He will not say why, but I have guessed its purpose. It is rumored that the weapon of the enemy has been found.",The Two Towers ,,,Other,Men
763,BOROMIR,The One Ring. lsildur's Bane.,The Two Towers ,TA 2978,"February 26 ,3019",Male,Men
764,DENETHOR,"lt has fallen into the hands of the Elves. Everyone will try to claim it: Men, Dwarves, wizards. We cannot let that happen. This thing must come to Gondor.",The Two Towers ,,,Other,Men
765,BOROMIR,Gondor.,The Two Towers ,TA 2978,"February 26 ,3019",Male,Men
766,DENETHOR,"It's dangerous, I know. Ever the Ring will seek to corrupt the hearts of lesser Men. But you, you are strong. And our need is great. It is our blood which is being spilled, our people who are dying. Sauron is biding his time. He's massing fresh armies. He will return. And when he does, we will be powerless to stop him. You must go. ,Bring me back this mighty gift .",The Two Towers ,,,Other,Men
767,BOROMIR,"No. My place is here with my people. ,Not in Rivendell.",The Two Towers ,TA 2978,"February 26 ,3019",Male,Men
768,DENETHOR,Would you deny your own father?,The Two Towers ,,,Other,Men
769,FARAMIR,lf there is need to go to Rivendell......send me in his stead.,The Two Towers ,TA 2983,"February 26 ,82",Male,Men
770,DENETHOR,"You? Oh, I see. A chance for Faramir, captain of Gondor, to show his quality. I think not. ,I trust this mission only to your brother. The one who will not fail me.",The Two Towers ,,,Other,Men
771,BOROMIR,"Remember today, little brother.",The Two Towers ,TA 2978,"February 26 ,3019",Male,Men
772,SOLDIER,"Captain Faramir! ,We found the third one.",The Two Towers ,,,Other,Men
773,FARAMIR,You must come with me. Now.,The Two Towers ,TA 2983,"February 26 ,82",Male,Men
774,FARAMIR,Down there.,The Two Towers ,TA 2983,"February 26 ,82",Male,Men
775,FARAMIR,"To enter the Forbidden Pool bears the penalty of death. ,They wait for my command. Shall I shoot?",The Two Towers ,TA 2983,"February 26 ,82",Male,Men
776,GOLLUM,The rock and pool Is nice and cool So juicy sweet Our only wish To catch a fish So juicy sweet,The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
777,FRODO,Wait. This creature is bound to me. And I to him. He is our guide. Please......Iet me go down to him.,The Two Towers ,,,Other,Hobbits
778,FRODO,"Smeagol. , Master is here. Come, Smeagol. Trust master. Come.",The Two Towers ,,,Other,Hobbits
779,GOLLUM,We must go now?,The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
780,FRODO,"Smeagol, you must trust master. Follow me. Come on. Come. Come, Smeagol. Nice Smeagol. That's it. Come on.",The Two Towers ,,,Other,Hobbits
781,FRODO,"Don't hurt him! ,Smeagol, don't struggle. Smeagol, listen to me.",The Two Towers ,,,Other,Hobbits
782,ARWEN,May the grace of the Valarprotect you.,The Two Towers ,TA 241,FO 121,Female,Elves
783,ARAGORN,Brego.,The Two Towers ,,,Other,Men
784,ELROND,"Arwen. ,Tollen i l'. I chair gwannar na Valannor. Si bado, no c'rar.",The Two Towers ,FA 532,"Still alive; departed to ,Aman, on ,September 29 ,3021",Male,Elves
785,ARWEN,I have made my choice.,The Two Towers ,TA 241,FO 121,Female,Elves
786,ELROND,He is not coming back.Why do you linger herewhen there is no hope?,The Two Towers ,FA 532,"Still alive; departed to ,Aman, on ,September 29 ,3021",Male,Elves
787,GOLLUM,Master!,The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
788,FARAMIR,"That's enough. ,Where are you leading them? ,Answer me.",The Two Towers ,TA 2983,"February 26 ,82",Male,Men
789,GOLLUM,"Smeagol. Why does it cry, Smeagol?",The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
790,SMEAGOL,Cruel Men hurts us. Master tricksed us.,The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
791,GOLLUM,Of course he did. I told you he was tricksy. I told you he was false.,The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
792,SMEAGOL,Master is our friend. Our friend.,The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
793,GOLLUM,Master betrayed us.,The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
794,SMEAGOL,No. Not its business. Leave us alone!,The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
795,GOLLUM,Filthy little Hobbitses! They stole it from us!,The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
796,ARWEN,There is still hope.,The Two Towers ,TA 241,FO 121,Female,Elves
797,ELROND,If Aragorn survives this waryou will still be parted.If Sauron is defeatedand Aragorn made king......and all that you hope forcomes true......you will still have to tastethe bitterness of mortality.,The Two Towers ,FA 532,"Still alive; departed to ,Aman, on ,September 29 ,3021",Male,Elves
798,ELROND,Whether by the swordor the slow decay of time......Aragorn will die.And there will be no comfortfor you......no comfort to ease the painof his passing.He will come to death......an image of the splendorof the kings of Men......in glory undimmed beforethe breaking of the world.,The Two Towers ,FA 532,"Still alive; departed to ,Aman, on ,September 29 ,3021",Male,Elves
799,ELROND,"But you, my daughter......you will linger on in darknessand in doubt......as nightfall in winterthat comes without a star.Here you will dwell......bound to your griefunder the fading trees...... until all the world is changed......and the long years of your lifeare utterly spent.",The Two Towers ,FA 532,"Still alive; departed to ,Aman, on ,September 29 ,3021",Male,Elves
800,ELROND,"Arwen.,There is nothing for you here......only death.",The Two Towers ,FA 532,"Still alive; departed to ,Aman, on ,September 29 ,3021",Male,Elves
801,ELROND,"A im, '-'erin veleth l'n?",The Two Towers ,FA 532,"Still alive; departed to ,Aman, on ,September 29 ,3021",Male,Elves
802,ARWEN,"Gerich veleth n'n, ada.",The Two Towers ,TA 241,FO 121,Female,Elves
803,GALADRIEL,"I amar prestar aen... han mathon ne nen, han mathon ne chae a han noston ned 'wilith.",The Two Towers ,YT 1362,"Still alive: Departed over the sea on ,September 29 ,3021",Female,Elves
804,FARAMIR,What news?,The Two Towers ,TA 2983,"February 26 ,82",Male,Men
805,MADRIL,"Our scouts report Saruman has attacked Rohan. , Theoden's people have fled to Helm's Deep. But we must look to our own borders. Faramir, Orcs are on the move. Sauron is marshaling an army. Easterlings and Southrons are at the Black Gate.",The Two Towers ,,,Other,Men
806,FARAMIR,How many?,The Two Towers ,TA 2983,"February 26 ,82",Male,Men
807,MADRIL,Some thousands. More come every day.,The Two Towers ,,,Other,Men
808,FARAMIR,Who's covering the river to the north?,The Two Towers ,TA 2983,"February 26 ,82",Male,Men
809,MADRIL,"We pulled 500 men at Osgiliath. If their city is attacked, we won't hold it.",The Two Towers ,,,Other,Men
810,SMEAGOL,No. No.,The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
811,FARAMIR,What did they steal?,The Two Towers ,TA 2983,"February 26 ,82",Male,Men
812,GOLLUM,My precious!,The Two Towers ,TA 2430,"March 25 ,3019",Male,Hobbits
813,SAM,"We have to get out of here. You go. Go, now. You can do it. Use the Ring, Mr. Frodo. Just this once. Put it on. Disappear.",The Two Towers ,,,Other,Hobbits
814,FRODO,"I can't. You were right, Sam. You tried to tell me but....,I'm sorry. The Ring's taking me, Sam. If I put it on......he'll find me. He'll see.",The Two Towers ,,,Other,Hobbits
815,SAM,Mr. Frodo....,The Two Towers ,,,Other,Hobbits
816,FARAMIR,"So this is the answer to all the riddles. ,Here in the Wild I have you......two Halflings......and a host of men at my call.,The Ring of Power within my grasp.,A chance for Faramir, captain of Gondor......to show his quality.",The Two Towers ,TA 2983,"February 26 ,82",Male,Men
817,FRODO,No!,The Two Towers ,,,Other,Hobbits
818,SAM,"Stop it! Leave him alone. ,Don't you understand? He's got to destroy it! That's where we're going, into Mordor. To the Mountain of Fire!",The Two Towers ,,,Other,Hobbits
819,SOLDIER,Osgiliath is under attack. They call for reinforcements.,The Two Towers ,,,Other,Men
820,SAM,Please. It's such a burden. Will you not help him?,The Two Towers ,,,Other,Hobbits
821,SOLDIER,Captain?,The Two Towers ,,,Other,Men
822,FARAMIR,"Prepare to leave. ,The Ring will go to Gondor.",The Two Towers ,TA 2983,"February 26 ,82",Male,Men
823,ARAGORN,"Mae carnen, Brego, mellon n'n.",The Two Towers ,,,Other,Men
824,FARAMIR,Saruman attacks from lsengard. Sauron from Mordor. The fight will come to Men on both fronts. Gondor is weak. Sauron will strike us soon. And he will strike hard. He knows now we do not have the strength to repel him.,The Two Towers ,TA 2983,"February 26 ,82",Male,Men
825,FARAMIR,My men tell me that you are Orc spies.,The Two Towers ,TA 2983,"February 26 ,82",Male,Men
826,SAM,Spies? Now wait just a minute.,The Two Towers ,,,Other,Hobbits
